Entity	Year	Annual COâ‚‚ emissions (per capita)
Namibia	2018	17271277
Nauru	2018	4599548
Nepal	2018	5191309
Netherlands	2018	9148068
New Caledonia	2018	20755627
New Zealand	2018	7379144
Nicaragua	2018	7910878
Niger	2018	79877935
Nigeria	2018	5322892
Niue	2018	5764027
North America	2018	113473015
North America (excl. USA)	2018	4896807
North Korea	2018	18577725
North Macedonia	2018	3156833
Norway	2018	835887
Oceania	2018	11082192
Oman	2018	14373644
Pakistan	2018	93323416
Palau	2018	11880807
Palestine	2018	6157746
Panama	2018	25823088
Papua New Guinea	2018	8153785
Paraguay	2018	13037562
Peru	2018	17342052
Philippines	2018	13034848
Poland	2018	872451
Portugal	2018	4992572
Qatar	2018	3450409
Romania	2018	40944867
Russia	2018	11757415
Rwanda	2018	10273057
Saint Helena	2018	20007281
Saint Kitts and Nevis	2018	51371293
Saint Lucia	2018	28629184
Saint Pierre and Miquelon	2018	982141
Saint Vincent and the Grenadines	2018	22965896
Samoa	2018	11356364
Sao Tome and Principe	2018	6587496
Saudi Arabia	2018	19615448
Senegal	2018	7274772
Serbia	2018	59619856
Seychelles	2018	58271527
Sierra Leone	2018	13091838
Singapore	2018	86052475
Sint Maarten (Dutch part)	2018	16296774
Slovakia	2018	6628825
Slovenia	2018	68947434
Solomon Islands	2018	43906265
Somalia	2018	41368622
South Africa	2018	75905123
South America	2018	25143125
South Korea	2018	12968438
South Sudan	2018	16706884
Spain	2018	5740303
Sri Lanka	2018	93124175
Sudan	2018	51797956
Suriname	2018	35189757
Sweden	2018	4136523
Switzerland	2018	4329972
Syria	2018	16771247
Taiwan	2018	11945283
Tajikistan	2018	8830376
Tanzania	2018	20378329
Thailand	2018	40539184
Togo	2018	26907855
Tonga	2018	12890736
Trinidad and Tobago	2018	26801151
Tunisia	2018	26090631
Turkey	2018	50967536
Turkmenistan	2018	10512687
Turks and Caicos Islands	2018	8737258
Tuvalu	2018	10100156
Uganda	2018	13303499
Ukraine	2018	5212142
United Arab Emirates	2018	22896563
United Kingdom	2018	57159815
United States	2018	16191355
Upper-middle-income countries	2018	5917198
Uruguay	2018	19173871
Uzbekistan	2018	31522167
Vanuatu	2018	6038741
Venezuela	2018	3377444
Vietnam	2018	27153149
Wallis and Futuna	2018	21662161
World	2018	47850013
Yemen	2018	37647876
Zambia	2018	41597956
Zimbabwe	2018	7118298
Afghanistan	2017	2768525
Africa	2017	10856832
Albania	2017	18382717
Algeria	2017	401321
Andorra	2017	63007326
Angola	2017	7486942
Anguilla	2017	8526596
Antigua and Barbuda	2017	6633821
Argentina	2017	4242436
Armenia	2017	19425985
Aruba	2017	8443037
Asia	2017	4348663
Asia (excl. China and India)	2017	41152983
Australia	2017	1682187
Austria	2017	7912326
Azerbaijan	2017	34361124
Bahamas	2017	62899003
Bahrain	2017	2253857
Bangladesh	2017	4990407
Barbados	2017	58904114
Belarus	2017	6116875
Belgium	2017	8700875
Belize	2017	16427774
Benin	2017	5867273
Bermuda	2017	10014566
Bhutan	2017	17741804
Bolivia	2017	19388027
Bonaire Sint Eustatius and Saba	2017	42059693
Bosnia and Herzegovina	2017	64407015
Botswana	2017	29466195
Brazil	2017	23842185
British Virgin Islands	2017	59678235
Brunei	2017	2163514
Bulgaria	2017	66036973
Burkina Faso	2017	22782168
Burundi	2017	45982324
Cambodia	2017	7880596
Cameroon	2017	39265332
Canada	2017	1550163
Cape Verde	2017	90147424
Central African Republic	2017	43263398
Chad	2017	15538788
Chile	2017	45805526
China	2017	7098718
Colombia	2017	19084141
Comoros	2017	35116428
Congo	2017	10638189
Cook Islands	2017	4628122
Costa Rica	2017	16077795
Cote d'Ivoire	2017	48301244
Croatia	2017	4470874
Cuba	2017	2200658
Curacao	2017	28941547
Cyprus	2017	62090564
Czechia	2017	10233914
Democratic Republic of Congo	2017	36809973
Denmark	2017	60419893
Djibouti	2017	37660372
Dominica	2017	21852262
Dominican Republic	2017	22556932
East Timor	2017	5547369
Ecuador	2017	23461897
Egypt	2017	25553803
El Salvador	2017	9526126
Equatorial Guinea	2017	54195275
Eritrea	2017	1639894
Estonia	2017	14222141
Eswatini	2017	85601753
Ethiopia	2017	14402942
Europe	2017	7565342
Europe (excl. EU-27)	2017	8352306
Europe (excl. EU-28)	2017	9050527
European Union (27)	2017	7030544
European Union (28)	2017	6879303
Faroe Islands	2017	14070157
Fiji	2017	14818524
Finland	2017	8106902
France	2017	52521734
French Polynesia	2017	2914275
Gabon	2017	27470102
Gambia	2017	24927379
Georgia	2017	26969206
Germany	2017	9512761
Ghana	2017	41154125
Greece	2017	6999798
Greenland	2017	9719594
Grenada	2017	23026114
Guatemala	2017	10447451
Guinea	2017	26460513
Guinea-Bissau	2017	1617759
Guyana	2017	30485022
Haiti	2017	28896606
High-income countries	2017	10968971
Honduras	2017	10628078
Hong Kong	2017	5686675
Hungary	2017	50649333
Iceland	2017	10511519
India	2017	17919174
Indonesia	2017	21056583
Iran	2017	811077
Iraq	2017	44663787
Ireland	2017	8189318
Israel	2017	7081455
Italy	2017	5889915
Jamaica	2017	27765203
Japan	2017	9369802
Jordan	2017	2526926
Kazakhstan	2017	16023987
Kenya	2017	36179954
Kiribati	2017	5478742
Kosovo	2017	46328135
Kuwait	2017	25046242
Kyrgyzstan	2017	15292112
Laos	2017	2812812
Latvia	2017	3691466
Lebanon	2017	4554415
Lesotho	2017	11579648
Liberia	2017	18572782
Libya	2017	8377985
Liechtenstein	2017	4108266
Lithuania	2017	45744214
Low-income countries	2017	29275173
Lower-middle-income countries	2017	17120434
Luxembourg	2017	15542759
Macao	2017	3017895
Madagascar	2017	15739256
Malawi	2017	6876915
Malaysia	2017	763407
Maldives	2017	3202953
Mali	2017	24112341
Malta	2017	31925268
Marshall Islands	2017	31048217
Mauritania	2017	82209283
Mauritius	2017	35034227
Mexico	2017	37904897
Micronesia (country)	2017	12938673
Moldova	2017	16414043
Mongolia	2017	11025512
Montenegro	2017	33254054
Montserrat	2017	6206225
Morocco	2017	17199651
Mozambique	2017	24170442
Myanmar	2017	45191884
Namibia	2017	17830753
Nauru	2017	46942263
Nepal	2017	44103354
Netherlands	2017	94264345
New Caledonia	2017	1963639
New Zealand	2017	7519022
Nicaragua	2017	84272456
Niger	2017	103496544
Nigeria	2017	58274716
Niue	2017	38751984
North America	2017	11131459
North America (excl. USA)	2017	4886978
North Korea	2017	20275576
North Macedonia	2017	33864532
Norway	2017	83687105
Oceania	2017	11201084
Oman	2017	15242838
Pakistan	2017	99897766
Palau	2017	12105953
Palestine	2017	6952393
Panama	2017	2739981
Papua New Guinea	2017	73069656
Paraguay	2017	12481467
Peru	2017	17357414
Philippines	2017	12661793
Poland	2017	8739704
Portugal	2017	53462167
Qatar	2017	36917397
Romania	2017	4043328
Russia	2017	11454741
Rwanda	2017	94442815
Saint Helena	2017	19909437
Saint Kitts and Nevis	2017	50579157
Saint Lucia	2017	27711358
Saint Pierre and Miquelon	2017	11028763
Saint Vincent and the Grenadines	2017	20477417
Samoa	2017	11822656
Sao Tome and Principe	2017	6692237
Saudi Arabia	2017	19912016
Senegal	2017	7098745
Serbia	2017	60991654
Seychelles	2017	56492124
Sierra Leone	2017	1417386
Singapore	2017	694156
Sint Maarten (Dutch part)	2017	16876734
Slovakia	2017	66393304
Slovenia	2017	69656434
Solomon Islands	2017	4440239
Somalia	2017	42890634
South Africa	2017	7757252
South America	2017	26947637
South Korea	2017	1270659
South Sudan	2017	13647744
Spain	2017	58730726
Sri Lanka	2017	10635188
Sudan	2017	50376403
Suriname	2017	4129589
Sweden	2017	4221096
Switzerland	2017	45165052
Syria	2017	14983464
Taiwan	2017	12053525
Tajikistan	2017	7683632
Tanzania	2017	19965407
Thailand	2017	39965413
Togo	2017	25358984
Tonga	2017	12858579
Trinidad and Tobago	2017	27267317
Tunisia	2017	26475708
Turkey	2017	5249139
Turkmenistan	2017	10783463
Turks and Caicos Islands	2017	8823379
Tuvalu	2017	10130875
Uganda	2017	13427041
Ukraine	2017	49953985
United Arab Emirates	2017	23432226
United Kingdom	2017	58634415
United States	2017	15804429
Upper-middle-income countries	2017	58144507
Uruguay	2017	18007609
Uzbekistan	2017	3409879
Vanuatu	2017	49232042
Venezuela	2017	4522624
Vietnam	2017	24421468
Wallis and Futuna	2017	21443024
World	2017	4740302
Yemen	2017	32278353
Zambia	2017	39600998
Zimbabwe	2017	6301651
Afghanistan	2016	2617953
Africa	2016	11016515
Albania	2016	1607732
Algeria	2016	39287128
Andorra	2016	64632387
Angola	2016	8229435
Anguilla	2016	9380946
Antigua and Barbuda	2016	65937843
Argentina	2016	4349167
Armenia	2016	18155274
Aruba	2016	8418571
Asia	2016	42737656
Asia (excl. China and India)	2016	40426517
Australia	2016	16955637
Austria	2016	7694917
Azerbaijan	2016	34809988
Bahamas	2016	557947
Bahrain	2016	22387897
Bangladesh	2016	47691262
Barbados	2016	6078088
Belarus	2016	59882383
Belgium	2016	8803081
Belize	2016	17056845
Benin	2016	5767284
Bermuda	2016	9814804
Bhutan	2016	16823773
Bolivia	2016	18857547
Bonaire Sint Eustatius and Saba	2016	43118563
Bosnia and Herzegovina	2016	62426033
Botswana	2016	26985843
Brazil	2016	2382041
British Virgin Islands	2016	77556696
Brunei	2016	17917582
Bulgaria	2016	62568393
Burkina Faso	2016	20253624
Burundi	2016	39317165
Cambodia	2016	6990081
Cameroon	2016	41996318
Canada	2016	1544268
Cape Verde	2016	8858182
Central African Republic	2016	40344343
Chad	2016	16271597
Chile	2016	46588726
China	2016	69656186
Colombia	2016	20930965
Comoros	2016	28968737
Congo	2016	11045791
Cook Islands	2016	4170271
Costa Rica	2016	15885962
Cote d'Ivoire	2016	49487633
Croatia	2016	42874274
Cuba	2016	24838216
Curacao	2016	36264057
Cyprus	2016	6155554
Czechia	2016	10133462
Democratic Republic of Congo	2016	31430498
Denmark	2016	64688087
Djibouti	2016	3714898
Dominica	2016	2456675
Dominican Republic	2016	23409507
East Timor	2016	52505535
Ecuador	2016	23940413
Egypt	2016	2399037
El Salvador	2016	10552406
Equatorial Guinea	2016	5402845
Eritrea	2016	16565685
Estonia	2016	13290373
Eswatini	2016	92359316
Ethiopia	2016	13699763
Europe	2016	75343156
Europe (excl. EU-27)	2016	8335218
Europe (excl. EU-28)	2016	8963357
European Union (27)	2016	69903817
European Union (28)	2016	68733993
Faroe Islands	2016	12725562
Fiji	2016	13716863
Finland	2016	8598022
France	2016	52197
French Polynesia	2016	29581404
Gabon	2016	31260996
Gambia	2016	2545749
Georgia	2016	26696846
Germany	2016	9738013
Ghana	2016	47090656
Greece	2016	6638392
Greenland	2016	9413418
Grenada	2016	2229435
Guatemala	2016	10390086
Guinea	2016	22975393
Guinea-Bissau	2016	1657689
Guyana	2016	31282945
Haiti	2016	27809986
High-income countries	2016	11056069
Honduras	2016	10276414
Hong Kong	2016	58319287
Hungary	2016	48067236
Iceland	2016	10413343
India	2016	17589977
Indonesia	2016	2062575
Iran	2016	7608397
Iraq	2016	41059704
Ireland	2016	8560532
Israel	2016	74960833
Italy	2016	59684334
Jamaica	2016	29127038
Japan	2016	9468604
Jordan	2016	24785926
Kazakhstan	2016	15360503
Kenya	2016	3786332
Kiribati	2016	463684
Kosovo	2016	50227776
Kuwait	2016	26957487
Kyrgyzstan	2016	15987357
Laos	2016	23882232
Latvia	2016	36542797
Lebanon	2016	4224813
Lesotho	2016	10322686
Liberia	2016	10563319
Libya	2016	8221544
Liechtenstein	2016	39818761
Lithuania	2016	4472797
Low-income countries	2016	25180414
Lower-middle-income countries	2016	166767
Luxembourg	2016	1558947
Macao	2016	2841425
Madagascar	2016	12813878
Malawi	2016	69265716
Malaysia	2016	75117126
Maldives	2016	31617982
Mali	2016	22644992
Malta	2016	28998263
Marshall Islands	2016	29552054
Mauritania	2016	6483639
Mauritius	2016	33584309
Mexico	2016	39482622
Micronesia (country)	2016	12998345
Moldova	2016	15204592
Mongolia	2016	8459693
Montenegro	2016	31822429
Montserrat	2016	57384496
Morocco	2016	16651102
Mozambique	2016	30860725
Myanmar	2016	40738985
Namibia	2016	17436866
Nauru	2016	44749193
Nepal	2016	36197767
Netherlands	2016	9617285
New Caledonia	2016	19318693
New Zealand	2016	73162727
Nicaragua	2016	8461333
Niger	2016	10253551
Nigeria	2016	6197831
Niue	2016	38916624
North America	2016	11321468
North America (excl. USA)	2016	4976943
North Korea	2016	1085952
North Macedonia	2016	3153181
Norway	2016	8531886
Oceania	2016	11280381
Oman	2016	1494726
Pakistan	2016	9169495
Palau	2016	11912107
Palestine	2016	7038873
Panama	2016	25926461
Papua New Guinea	2016	79054487
Paraguay	2016	11478837
Peru	2016	16938016
Philippines	2016	11613077
Poland	2016	8396815
Portugal	2016	4874472
Qatar	2016	33672157
Romania	2016	38748982
Russia	2016	11266587
Rwanda	2016	87867044
Saint Helena	2016	26488342
Saint Kitts and Nevis	2016	4980968
Saint Lucia	2016	26997828
Saint Pierre and Miquelon	2016	1101035
Saint Vincent and the Grenadines	2016	2281983
Samoa	2016	11585968
Sao Tome and Principe	2016	73408914
Saudi Arabia	2016	2087068
Senegal	2016	67896795
Serbia	2016	60106893
Seychelles	2016	55039644
Sierra Leone	2016	15249793
Singapore	2016	70535355
Sint Maarten (Dutch part)	2016	17981192
Slovakia	2016	64284835
Slovenia	2016	69178114
Solomon Islands	2016	46083647
Somalia	2016	44605248
South Africa	2016	8099157
South America	2016	27620711
South Korea	2016	12432552
South Sudan	2016	15396188
Spain	2016	5586633
Sri Lanka	2016	10728792
Sudan	2016	50886595
Suriname	2016	5023142
Sweden	2016	4361771
Switzerland	2016	4679219
Syria	2016	14203724
Taiwan	2016	118557825
Tajikistan	2016	6524113
Tanzania	2016	18774253
Thailand	2016	4022904
Togo	2016	3017712
Tonga	2016	11783468
Trinidad and Tobago	2016	27150465
Tunisia	2016	261789
Turkey	2016	5010531
Turkmenistan	2016	10982294
Turks and Caicos Islands	2016	8617347
Tuvalu	2016	10106657
Uganda	2016	12375856
Ukraine	2016	52184343
United Arab Emirates	2016	25194353
United Kingdom	2016	60837545
United States	2016	16053692
Upper-middle-income countries	2016	57429814
Uruguay	2016	19102731
Uzbekistan	2016	35016394
Vanuatu	2016	53037894
Venezuela	2016	4956996
Vietnam	2016	23967814
Wallis and Futuna	2016	21221247
World	2016	4719525
Yemen	2016	34185022
Zambia	2016	34973562
Zimbabwe	2016	72882223
Afghanistan	2015	29007638
Africa	2015	11003323
Albania	2015	16347523
Algeria	2015	40484247
Andorra	2015	64839616
Angola	2015	92543423
Anguilla	2015	956658
Antigua and Barbuda	2015	6476089
Argentina	2015	44326596
Armenia	2015	18999954
Aruba	2015	860927
Asia	2015	42871428
Asia (excl. China and India)	2015	40260167
Australia	2015	16850307
Austria	2015	76790557
Azerbaijan	2015	3516298
Bahamas	2015	5719358
Bahrain	2015	23829597
Bangladesh	2015	4635212
Barbados	2015	6064086
Belarus	2015	60613627
Belgium	2015	8992077
Belize	2015	17816852
Benin	2015	48742136
Bermuda	2015	8527
Bhutan	2015	14214028
Bolivia	2015	17931799
Bonaire Sint Eustatius and Saba	2015	4107446
Bosnia and Herzegovina	2015	52380176
Botswana	2015	2351754
Brazil	2015	25798414
British Virgin Islands	2015	77283797
Brunei	2015	16451077
Bulgaria	2015	6583573
Burkina Faso	2015	19847102
Burundi	2015	33131626
Cambodia	2015	5426039
Cameroon	2015	42805427
Canada	2015	15971075
Cape Verde	2015	889177
Central African Republic	2015	37253227
Chad	2015	16631202
Chile	2015	45764747
China	2015	70796027
Colombia	2015	20537941
Comoros	2015	24586529
Congo	2015	11123381
Cook Islands	2015	4548984
Costa Rica	2015	15129023
Cote d'Ivoire	2015	40491804
Croatia	2015	4189296
Cuba	2015	2598672
Curacao	2015	43210606
Cyprus	2015	5871858
Czechia	2015	99795
Democratic Republic of Congo	2015	4165632
Denmark	2015	61838393
Djibouti	2015	42895317
Dominica	2015	25114884
Dominican Republic	2015	2257829
East Timor	2015	48897764
Ecuador	2015	25485296
Egypt	2015	22970839
El Salvador	2015	10700842
Equatorial Guinea	2015	52216945
Eritrea	2015	16597131
Estonia	2015	12036589
Eswatini	2015	7657965
Ethiopia	2015	123901345
Europe	2015	75570736
Europe (excl. EU-27)	2015	8399007
Europe (excl. EU-28)	2015	893241
European Union (27)	2015	6986074
European Union (28)	2015	6920707
Faroe Islands	2015	1245136
Fiji	2015	14390886
Finland	2015	8063938
France	2015	51937885
French Polynesia	2015	29006019
Gabon	2015	31922512
Gambia	2015	25856218
Georgia	2015	25870688
Germany	2015	9724056
Ghana	2015	50459445
Greece	2015	69334774
Greenland	2015	9401817
Grenada	2015	21861942
Guatemala	2015	9969241
Guinea	2015	2108391
Guinea-Bissau	2015	15565944
Guyana	2015	2653274
Haiti	2015	25186643
High-income countries	2015	11244187
Honduras	2015	11133431
Hong Kong	2015	5729839
Hungary	2015	4745654
Iceland	2015	10703882
India	2015	16889228
Indonesia	2015	20809183
Iran	2015	7721905
Iraq	2015	37604551
Ireland	2015	8298437
Israel	2015	78597517
Italy	2015	60089397
Jamaica	2015	28624215
Japan	2015	9612256
Jordan	2015	26910918
Kazakhstan	2015	156236105
Kenya	2015	36281654
Kiribati	2015	47088256
Kosovo	2015	47129135
Kuwait	2015	2396182
Kyrgyzstan	2015	17353858
Laos	2015	13597585
Latvia	2015	36464014
Lebanon	2015	40216894
Lesotho	2015	10584537
Liberia	2015	10129739
Libya	2015	88095255
Liechtenstein	2015	42745466
Lithuania	2015	4405026
Low-income countries	2015	25810745
Lower-middle-income countries	2015	16134739
Luxembourg	2015	1642211
Macao	2015	28764439
Madagascar	2015	12987387
Malawi	2015	63928716
Malaysia	2015	7580128
Maldives	2015	29356413
Mali	2015	18117337
Malta	2015	36472793
Marshall Islands	2015	289111
Mauritania	2015	7608502
Mauritius	2015	3255544
Mexico	2015	39910128
Micronesia (country)	2015	13052604
Moldova	2015	14590147
Mongolia	2015	78530154
Montenegro	2015	35312514
Montserrat	2015	10812512
Morocco	2015	16866901
Mozambique	2015	25073743
Myanmar	2015	42512554
Namibia	2015	16871638
Nauru	2015	4904078
Nepal	2015	25007516
Netherlands	2015	9612182
New Caledonia	2015	17230398
New Zealand	2015	78012037
Nicaragua	2015	8622463
Niger	2015	109600835
Nigeria	2015	59358513
Niue	2015	39166222
North America	2015	1167997
North America (excl. USA)	2015	51114244
North Korea	2015	97488004
North Macedonia	2015	32052495
Norway	2015	87651005
Oceania	2015	11272197
Oman	2015	16073393
Pakistan	2015	7888963
Palau	2015	11512961
Palestine	2015	6702321
Panama	2015	27263486
Papua New Guinea	2015	76462007
Paraguay	2015	9789061
Peru	2015	16028947
Philippines	2015	1091407
Poland	2015	8111281
Portugal	2015	50362997
Qatar	2015	37768173
